sample_id,Genus,Abundance,CT,p_kw,p_kw_fdr
SRR13170411,Bradyrhizobium,0.002142587,2,0.022961545785436143,0.022961545785436143
SRR13170411,JABEUN01,0.003965461,2,0.022961545785436143,0.022961545785436143
SRR13170411,JAJZBZ01,0.001905645,2,0.022961545785436143,0.022961545785436143
SRR13170411,JAKAAZ01,0.003720937,2,0.022961545785436143,0.022961545785436143
SRR13170411,JAMDCX01,0.004397011,2,0.022961545785436143,0.022961545785436143
SRR13170411,Streptomyces,0.018923133,2,0.022961545785436143,0.022961545785436143
SRR13170411,Thiomonas,0.007635218,2,0.022961545785436143,0.022961545785436143
SRR13170411,UBA4572,0.008733365,2,0.022961545785436143,0.022961545785436143
SRR13170412,13-2-20CM-66-19,0.023819011,2,0.022961545785436143,0.022961545785436143
SRR13170412,Acidiphilium,0.011242921,2,0.022961545785436143,0.022961545785436143
SRR13170412,Actinoplanes,0.001579032,2,0.022961545785436143,0.022961545785436143
SRR13170412,Bradyrhizobium,6.95198e-4,2,0.022961545785436143,0.022961545785436143
SRR13170412,JABEUN01,0.007961925,2,0.022961545785436143,0.022961545785436143
SRR13170412,JAJZBZ01,0.006002442,2,0.022961545785436143,0.022961545785436143
SRR13170412,JAKAAZ01,0.007190425,2,0.022961545785436143,0.022961545785436143
SRR13170412,JAMDCX01,0.018479975,2,0.022961545785436143,0.022961545785436143
SRR13170412,Streptomyces,0.003235426,2,0.022961545785436143,0.022961545785436143
SRR13170412,Thiomonas,0.005939916,2,0.022961545785436143,0.022961545785436143
SRR13170412,UBA4572,0.022308863,2,0.022961545785436143,0.022961545785436143
SRR13170413,13-2-20CM-66-19,0.03403519,2,0.022961545785436143,0.022961545785436143
SRR13170413,Acidiphilium,0.006981642,2,0.022961545785436143,0.022961545785436143
SRR13170413,Actinoplanes,0.004919628,2,0.022961545785436143,0.022961545785436143
SRR13170413,Bradyrhizobium,0.002598289,2,0.022961545785436143,0.022961545785436143
SRR13170413,JABEUN01,0.007944671,2,0.022961545785436143,0.022961545785436143
SRR13170413,JAJZBZ01,0.0055251400000000004,2,0.022961545785436143,0.022961545785436143
SRR13170413,JAKAAZ01,0.013889641,2,0.022961545785436143,0.022961545785436143
SRR13170413,JAMDCX01,0.014643069,2,0.022961545785436143,0.022961545785436143
SRR13170413,Streptomyces,0.014903653,2,0.022961545785436143,0.022961545785436143
SRR13170413,Thiomonas,0.011851545,2,0.022961545785436143,0.022961545785436143
SRR13170413,UBA4572,0.01216689,2,0.022961545785436143,0.022961545785436143
SRR13170414,13-2-20CM-66-19,0.062063563,1,0.022961545785436143,0.022961545785436143
SRR13170414,Acidiphilium,0.010325549,1,0.022961545785436143,0.022961545785436143
SRR13170414,Actinoplanes,0.00603174,1,0.022961545785436143,0.022961545785436143
SRR13170414,Bradyrhizobium,9.67712e-4,1,0.022961545785436143,0.022961545785436143
SRR13170414,JABEUN01,0.005916537,1,0.022961545785436143,0.022961545785436143
SRR13170414,JAJZBZ01,0.005770063,1,0.022961545785436143,0.022961545785436143
SRR13170414,JAKAAZ01,0.042116853,1,0.022961545785436143,0.022961545785436143
SRR13170414,JAMDCX01,0.021266616,1,0.022961545785436143,0.022961545785436143
SRR13170414,Streptomyces,0.013243496,1,0.022961545785436143,0.022961545785436143
SRR13170414,Thiomonas,0.01147265,1,0.022961545785436143,0.022961545785436143
SRR13170414,UBA4572,0.010763324,1,0.022961545785436143,0.022961545785436143
SRR13170451,13-2-20CM-66-19,0.01075599,3,0.022961545785436143,0.022961545785436143
SRR13170451,Acidiphilium,0.001851603,3,0.022961545785436143,0.022961545785436143
SRR13170451,Actinoplanes,0.007486339,3,0.022961545785436143,0.022961545785436143
SRR13170451,Bradyrhizobium,0.012218868,3,0.022961545785436143,0.022961545785436143
SRR13170451,JABEUN01,0.001732744,3,0.022961545785436143,0.022961545785436143
SRR13170451,JAJZBZ01,0.002845829,3,0.022961545785436143,0.022961545785436143
SRR13170451,JAKAAZ01,0.002217322,3,0.022961545785436143,0.022961545785436143
SRR13170451,JAMDCX01,0.002793036,3,0.022961545785436143,0.022961545785436143
SRR13170451,Streptomyces,0.023565318,3,0.022961545785436143,0.022961545785436143
SRR13170451,Thiomonas,0.018169774,3,0.022961545785436143,0.022961545785436143
SRR13170451,UBA4572,0.00286559,3,0.022961545785436143,0.022961545785436143
SRR13178627,13-2-20CM-66-19,0.01454102,2,0.022961545785436143,0.022961545785436143
SRR13178627,Acidiphilium,0.002535468,2,0.022961545785436143,0.022961545785436143
SRR13178627,Actinoplanes,0.008074325,2,0.022961545785436143,0.022961545785436143
SRR13178627,Bradyrhizobium,0.013988213,2,0.022961545785436143,0.022961545785436143
SRR13178627,JABEUN01,8.44344e-4,2,0.022961545785436143,0.022961545785436143
SRR13178627,JAJZBZ01,0.001376973,2,0.022961545785436143,0.022961545785436143
SRR13178627,JAKAAZ01,0.003800071,2,0.022961545785436143,0.022961545785436143
SRR13178627,JAMDCX01,0.002670452,2,0.022961545785436143,0.022961545785436143
SRR13178627,Streptomyces,0.02314032,2,0.022961545785436143,0.022961545785436143
SRR13178627,Thiomonas,0.019089416,2,0.022961545785436143,0.022961545785436143
SRR13178627,UBA4572,0.00267567,2,0.022961545785436143,0.022961545785436143
SRR13178628,13-2-20CM-66-19,0.015784931,3,0.022961545785436143,0.022961545785436143
SRR13178628,Acidiphilium,0.002583529,3,0.022961545785436143,0.022961545785436143
SRR13178628,Actinoplanes,0.007963404,3,0.022961545785436143,0.022961545785436143
SRR13178628,Bradyrhizobium,0.013683283,3,0.022961545785436143,0.022961545785436143
SRR13178628,JABEUN01,8.43024e-4,3,0.022961545785436143,0.022961545785436143
SRR13178628,JAJZBZ01,0.002200532,3,0.022961545785436143,0.022961545785436143
SRR13178628,JAKAAZ01,0.004173559,3,0.022961545785436143,0.022961545785436143
SRR13178628,JAMDCX01,0.003149606,3,0.022961545785436143,0.022961545785436143
SRR13178628,Streptomyces,0.02410267,3,0.022961545785436143,0.022961545785436143
SRR13178628,Thiomonas,0.021259033,3,0.022961545785436143,0.022961545785436143
SRR13178628,UBA4572,0.002903828,3,0.022961545785436143,0.022961545785436143
SRR13178629,13-2-20CM-66-19,0.022387893,2,0.022961545785436143,0.022961545785436143
SRR13178629,Acidiphilium,0.006386733,2,0.022961545785436143,0.022961545785436143
SRR13178629,Actinoplanes,0.004782142,2,0.022961545785436143,0.022961545785436143
SRR13178629,Bradyrhizobium,0.001231986,2,0.022961545785436143,0.022961545785436143
SRR13178629,JABEUN01,0.001900051,2,0.022961545785436143,0.022961545785436143
SRR13178629,JAJZBZ01,0.002541887,2,0.022961545785436143,0.022961545785436143
SRR13178629,JAKAAZ01,0.006658279,2,0.022961545785436143,0.022961545785436143
SRR13178629,JAMDCX01,0.012312145,2,0.022961545785436143,0.022961545785436143
SRR13178629,Streptomyces,0.016339821,2,0.022961545785436143,0.022961545785436143
SRR13178629,Thiomonas,0.004527568,2,0.022961545785436143,0.022961545785436143
SRR13178629,UBA4572,0.011242933,2,0.022961545785436143,0.022961545785436143
SRR13178630,13-2-20CM-66-19,0.014233363,3,0.022961545785436143,0.022961545785436143
SRR13178630,Acidiphilium,0.002398312,3,0.022961545785436143,0.022961545785436143
SRR13178630,Actinoplanes,0.007744569,3,0.022961545785436143,0.022961545785436143
SRR13178630,Bradyrhizobium,0.01300463,3,0.022961545785436143,0.022961545785436143
SRR13178630,JABEUN01,0.001483607,3,0.022961545785436143,0.022961545785436143
SRR13178630,JAJZBZ01,0.002451044,3,0.022961545785436143,0.022961545785436143
SRR13178630,JAKAAZ01,0.003847778,3,0.022961545785436143,0.022961545785436143
SRR13178630,JAMDCX01,0.003722031,3,0.022961545785436143,0.022961545785436143
SRR13178630,Streptomyces,0.024756189,3,0.022961545785436143,0.022961545785436143
SRR13178630,Thiomonas,0.020462889,3,0.022961545785436143,0.022961545785436143
SRR13178630,UBA4572,0.003077073,3,0.022961545785436143,0.022961545785436143
SRR13178631,13-2-20CM-66-19,0.03245947,2,0.022961545785436143,0.022961545785436143
SRR13178631,Acidiphilium,0.006267532,2,0.022961545785436143,0.022961545785436143
SRR13178631,Actinoplanes,0.005649755,2,0.022961545785436143,0.022961545785436143
SRR13178631,Bradyrhizobium,0.002749328,2,0.022961545785436143,0.022961545785436143
SRR13178631,JABEUN01,0.007879995,2,0.022961545785436143,0.022961545785436143
SRR13178631,JAJZBZ01,0.004380191,2,0.022961545785436143,0.022961545785436143
SRR13178631,JAKAAZ01,0.011947953,2,0.022961545785436143,0.022961545785436143
SRR13178631,JAMDCX01,0.012551233,2,0.022961545785436143,0.022961545785436143
SRR13178631,Streptomyces,0.017956219,2,0.022961545785436143,0.022961545785436143
SRR13178631,Thiomonas,0.014314237,2,0.022961545785436143,0.022961545785436143
SRR13178631,UBA4572,0.013005644,2,0.022961545785436143,0.022961545785436143
SRR13178663,13-2-20CM-66-19,0.018504472,3,0.022961545785436143,0.022961545785436143
SRR13178663,Acidiphilium,0.006604658,3,0.022961545785436143,0.022961545785436143
SRR13178663,Actinoplanes,0.008836888,3,0.022961545785436143,0.022961545785436143
SRR13178663,Bradyrhizobium,0.008321388,3,0.022961545785436143,0.022961545785436143
SRR13178663,JABEUN01,0.002095084,3,0.022961545785436143,0.022961545785436143
SRR13178663,JAJZBZ01,0.003623539,3,0.022961545785436143,0.022961545785436143
SRR13178663,JAKAAZ01,0.011040246,3,0.022961545785436143,0.022961545785436143
SRR13178663,JAMDCX01,0.005498468,3,0.022961545785436143,0.022961545785436143
SRR13178663,Streptomyces,0.021910262,3,0.022961545785436143,0.022961545785436143
SRR13178663,Thiomonas,0.011229724,3,0.022961545785436143,0.022961545785436143
SRR13178663,UBA4572,0.008426052,3,0.022961545785436143,0.022961545785436143
SRR13179634,13-2-20CM-66-19,0.040707503,3,0.022961545785436143,0.022961545785436143
SRR13179634,Acidiphilium,0.011895868,3,0.022961545785436143,0.022961545785436143
SRR13179634,Actinoplanes,0.005210076,3,0.022961545785436143,0.022961545785436143
SRR13179634,Bradyrhizobium,6.79199e-4,3,0.022961545785436143,0.022961545785436143
SRR13179634,JABEUN01,0.004859363,3,0.022961545785436143,0.022961545785436143
SRR13179634,JAJZBZ01,0.004671657,3,0.022961545785436143,0.022961545785436143
SRR13179634,JAKAAZ01,0.018750841,3,0.022961545785436143,0.022961545785436143
SRR13179634,JAMDCX01,0.018165495,3,0.022961545785436143,0.022961545785436143
SRR13179634,Streptomyces,0.012656571,3,0.022961545785436143,0.022961545785436143
SRR13179634,Thiomonas,0.001905463,3,0.022961545785436143,0.022961545785436143
SRR13179634,UBA4572,0.019742472,3,0.022961545785436143,0.022961545785436143
SRR13179680,13-2-20CM-66-19,0.065645275,3,0.022961545785436143,0.022961545785436143
SRR13179680,Acidiphilium,0.015890624,3,0.022961545785436143,0.022961545785436143
SRR13179680,Actinoplanes,0.005388059,3,0.022961545785436143,0.022961545785436143
SRR13179680,Bradyrhizobium,0.00158661,3,0.022961545785436143,0.022961545785436143
SRR13179680,JABEUN01,0.020393879,3,0.022961545785436143,0.022961545785436143
SRR13179680,JAJZBZ01,0.030102196,3,0.022961545785436143,0.022961545785436143
SRR13179680,JAKAAZ01,0.028453329,3,0.022961545785436143,0.022961545785436143
SRR13179680,JAMDCX01,0.032756607,3,0.022961545785436143,0.022961545785436143
SRR13179680,Streptomyces,0.012268399,3,0.022961545785436143,0.022961545785436143
SRR13179680,Thiomonas,0.032671711,3,0.022961545785436143,0.022961545785436143
SRR13179680,UBA4572,0.007059565,3,0.022961545785436143,0.022961545785436143
SRR13188906,13-2-20CM-66-19,0.044853165,4,0.022961545785436143,0.022961545785436143
SRR13188906,Acidiphilium,0.012129841,4,0.022961545785436143,0.022961545785436143
SRR13188906,Actinoplanes,0.004236496,4,0.022961545785436143,0.022961545785436143
SRR13188906,Bradyrhizobium,3.87321e-4,4,0.022961545785436143,0.022961545785436143
SRR13188906,JABEUN01,0.004000096,4,0.022961545785436143,0.022961545785436143
SRR13188906,JAJZBZ01,0.004933675,4,0.022961545785436143,0.022961545785436143
SRR13188906,JAKAAZ01,0.020499992,4,0.022961545785436143,0.022961545785436143
SRR13188906,JAMDCX01,0.019046869,4,0.022961545785436143,0.022961545785436143
SRR13188906,Streptomyces,0.012087102,4,0.022961545785436143,0.022961545785436143
SRR13188906,Thiomonas,0.002197048,4,0.022961545785436143,0.022961545785436143
SRR13188906,UBA4572,0.020903341,4,0.022961545785436143,0.022961545785436143
SRR13188907,13-2-20CM-66-19,0.037607745,3,0.022961545785436143,0.022961545785436143
SRR13188907,Acidiphilium,0.011414957,3,0.022961545785436143,0.022961545785436143
SRR13188907,Actinoplanes,0.005953938,3,0.022961545785436143,0.022961545785436143
SRR13188907,Bradyrhizobium,8.6477e-4,3,0.022961545785436143,0.022961545785436143
SRR13188907,JABEUN01,0.004680565,3,0.022961545785436143,0.022961545785436143
SRR13188907,JAJZBZ01,0.004027664,3,0.022961545785436143,0.022961545785436143
SRR13188907,JAKAAZ01,0.019382728,3,0.022961545785436143,0.022961545785436143
SRR13188907,JAMDCX01,0.015637195,3,0.022961545785436143,0.022961545785436143
SRR13188907,Streptomyces,0.019257336,3,0.022961545785436143,0.022961545785436143
SRR13188907,Thiomonas,0.003274234,3,0.022961545785436143,0.022961545785436143
SRR13188907,UBA4572,0.017948291,3,0.022961545785436143,0.022961545785436143
SRR13188939,13-2-20CM-66-19,0.04107528,4,0.022961545785436143,0.022961545785436143
SRR13188939,Acidiphilium,0.010709848,4,0.022961545785436143,0.022961545785436143
SRR13188939,Actinoplanes,0.00591597,4,0.022961545785436143,0.022961545785436143
SRR13188939,Bradyrhizobium,8.20036e-4,4,0.022961545785436143,0.022961545785436143
SRR13188939,JABEUN01,0.004419463,4,0.022961545785436143,0.022961545785436143
SRR13188939,JAJZBZ01,0.004503304,4,0.022961545785436143,0.022961545785436143
SRR13188939,JAKAAZ01,0.021722902,4,0.022961545785436143,0.022961545785436143
SRR13188939,JAMDCX01,0.016547719,4,0.022961545785436143,0.022961545785436143
SRR13188939,Streptomyces,0.017451596,4,0.022961545785436143,0.022961545785436143
SRR13188939,Thiomonas,0.004053089,4,0.022961545785436143,0.022961545785436143
SRR13188939,UBA4572,0.016459284,4,0.022961545785436143,0.022961545785436143
SRR13188940,13-2-20CM-66-19,0.037522336,4,0.022961545785436143,0.022961545785436143
SRR13188940,Acidiphilium,0.010882158,4,0.022961545785436143,0.022961545785436143
SRR13188940,Actinoplanes,0.006549377,4,0.022961545785436143,0.022961545785436143
SRR13188940,Bradyrhizobium,0.001074288,4,0.022961545785436143,0.022961545785436143
SRR13188940,JABEUN01,0.004787329,4,0.022961545785436143,0.022961545785436143
SRR13188940,JAJZBZ01,0.004016433,4,0.022961545785436143,0.022961545785436143
SRR13188940,JAKAAZ01,0.020222523,4,0.022961545785436143,0.022961545785436143
SRR13188940,JAMDCX01,0.017173489,4,0.022961545785436143,0.022961545785436143
SRR13188940,Streptomyces,0.023569551,4,0.022961545785436143,0.022961545785436143
SRR13188940,Thiomonas,0.001046216,4,0.022961545785436143,0.022961545785436143
SRR13188940,UBA4572,0.017980015,4,0.022961545785436143,0.022961545785436143
SRR13188941,13-2-20CM-66-19,0.024502131,2,0.022961545785436143,0.022961545785436143
SRR13188941,Acidiphilium,0.005521054,2,0.022961545785436143,0.022961545785436143
SRR13188941,Actinoplanes,0.004056445,2,0.022961545785436143,0.022961545785436143
SRR13188941,Bradyrhizobium,4.64229e-4,2,0.022961545785436143,0.022961545785436143
SRR13188941,JABEUN01,1.08538e-4,2,0.022961545785436143,0.022961545785436143
SRR13188941,JAJZBZ01,0.001467225,2,0.022961545785436143,0.022961545785436143
SRR13188941,JAKAAZ01,0.013114793,2,0.022961545785436143,0.022961545785436143
